time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
2.280017,0.104169,0.105113,-0.232268,-0.235393,0.142619,0.161743
2.285017,0.083213,0.079924,-0.205977,-0.203865,0.145831,0.165701
2.290016,0.063429,0.064079,-0.180366,-0.183390,0.148216,0.167667
2.295016,0.044692,0.041573,-0.155352,-0.153386,0.149847,0.169703
2.300016,0.026856,0.027296,-0.130841,-0.133786,0.150791,0.170502
2.305015,0.009775,0.006790,-0.106800,-0.104943,0.151101,0.170937
2.310015,-0.006651,-0.006352,-0.083213,-0.086079,0.150827,0.170755
2.315015,-0.022508,-0.025378,-0.060046,-0.058283,0.150010,0.169827
2.320014,-0.037806,-0.037615,-0.037350,-0.040125,0.148692,0.168803
2.325014,-0.052474,-0.055211,-0.015221,-0.013569,0.146920,0.166720
2.330014,-0.066508,-0.066431,0.006314,0.003663,0.144738,0.165000
2.335013,-0.079914,-0.082506,0.027153,0.028672,0.142193,0.161982
2.340013,-0.092735,-0.092755,0.047153,0.044676,0.139334,0.159714
2.345012,-0.104983,-0.107438,0.066234,0.067578,0.136205,0.155989
2.350012,-0.116643,-0.116758,0.084308,0.082046,0.132857,0.153326
2.355012,-0.127705,-0.130019,0.101308,0.102453,0.129338,0.149126
2.360011,-0.138100,-0.138327,0.117167,0.115144,0.125704,0.146231
2.365011,-0.147763,-0.149915,0.131863,0.132790,0.122003,0.141804
2.370011,-0.156700,-0.157058,0.145411,0.143635,0.118274,0.138828
2.375010,-0.164886,-0.166875,0.157837,0.158556,0.114557,0.134377
2.380010,-0.172276,-0.172782,0.169130,0.167596,0.110895,0.131450
2.385010,-0.178906,-0.180734,0.179325,0.179841,0.107315,0.127158
2.390009,-0.184719,-0.185383,0.188454,0.187149,0.103843,0.124381
2.395009,-0.189735,-0.191404,0.196535,0.196855,0.100508,0.120379
2.400008,-0.193961,-0.194785,0.203569,0.202488,0.097332,0.117837
2.405008,-0.197430,-0.198955,0.209587,0.209718,0.094329,0.114232
2.410008,-0.200181,-0.201161,0.214581,0.213718,0.091516,0.111979
2.415007,-0.202258,-0.203662,0.218625,0.218580,0.088895,0.108831
2.420007,-0.203641,-0.204776,0.221730,0.221069,0.086477,0.106894
2.425007,-0.204290,-0.205567,0.223920,0.223705,0.084267,0.104241
2.430006,-0.204278,-0.205564,0.225256,0.224778,0.082261,0.102635
2.435006,-0.203691,-0.204872,0.225860,0.225512,0.080439,0.100448
2.440006,-0.202551,-0.203967,0.225781,0.225453,0.078792,0.099131
2.445005,-0.200895,-0.201993,0.225047,0.224582,0.077313,0.097357
2.450005,-0.198760,-0.200292,0.223704,0.223512,0.075991,0.096302
2.455004,-0.196220,-0.197255,0.221843,0.221287,0.074804,0.094882
2.460004,-0.193273,-0.194906,0.219490,0.219411,0.073740,0.094035
2.465004,-0.189943,-0.190922,0.216646,0.216006,0.072793,0.092905
2.470003,-0.186283,-0.188001,0.213306,0.213336,0.071963,0.092248
2.475003,-0.182273,-0.183200,0.209604,0.208904,0.071217,0.091362
2.480003,-0.177935,-0.179736,0.205549,0.205665,0.070548,0.090835
2.485002,-0.173352,-0.174247,0.201147,0.200391,0.069949,0.090128
2.490002,-0.168578,-0.170434,0.196366,0.196571,0.069421,0.089715
2.495002,-0.163566,-0.164428,0.191284,0.190481,0.068938,0.089150
2.500001,-0.158245,-0.160176,0.185960,0.186228,0.068484,0.088798
2.505001,-0.152605,-0.153417,0.180437,0.179610,0.068048,0.088291
2.510000,-0.146707,-0.148703,0.174756,0.175071,0.067619,0.087960
2.515000,-0.140682,-0.141481,0.168930,0.168089,0.067192,0.087465
2.520000,-0.134657,-0.136664,0.162965,0.163320,0.066764,0.087136
2.524999,-0.128711,-0.129536,0.156870,0.156011,0.066333,0.086639
2.529999,-0.122891,-0.124885,0.150593,0.150995,0.065904,0.086308
2.534999,-0.117151,-0.118004,0.144163,0.143287,0.065470,0.085808
2.539998,-0.111506,-0.113491,0.137643,0.138075,0.065027,0.085466
2.544998,-0.105983,-0.106869,0.131113,0.130246,0.064559,0.084926
2.549998,-0.100590,-0.102559,0.124605,0.125045,0.064066,0.084544
2.554997,-0.095246,-0.096151,0.118067,0.117206,0.063553,0.083948
2.559997,-0.089924,-0.091895,0.111540,0.111988,0.063017,0.083532
2.564996,-0.084641,-0.085559,0.105110,0.104278,0.062453,0.082874
2.569996,-0.079362,-0.081338,0.098845,0.099267,0.061859,0.082412
2.574996,-0.074063,-0.074985,0.092810,0.092028,0.061233,0.081679
2.579995,-0.068810,-0.070782,0.086984,0.087370,0.060579,0.081168
2.584995,-0.063703,-0.064658,0.081292,0.080541,0.059900,0.080370
2.589995,-0.058740,-0.060691,0.075640,0.076021,0.059202,0.079823
2.594994,-0.053864,-0.054844,0.070034,0.069297,0.058485,0.078979
2.599994,-0.049097,-0.051032,0.064522,0.064889,0.057747,0.078399
2.604994,-0.044465,-0.045476,0.059135,0.058425,0.056990,0.077506
2.609993,-0.039975,-0.041884,0.053847,0.054195,0.056215,0.076896
2.614993,-0.035674,-0.036725,0.048655,0.047967,0.055424,0.075961
2.619992,-0.031564,-0.033439,0.043625,0.043943,0.054613,0.075322
2.624992,-0.027604,-0.028688,0.038791,0.038141,0.053783,0.074338
2.629992,-0.023768,-0.025623,0.034154,0.034431,0.052931,0.073666
2.634991,-0.020012,-0.021118,0.029774,0.029177,0.052058,0.072629
2.639991,-0.016350,-0.018188,0.025727,0.025940,0.051170,0.071926
2.644991,-0.012811,-0.013944,0.021988,0.021455,0.050271,0.070857
2.649990,-0.009439,-0.011246,0.018567,0.018719,0.049365,0.070139
2.654990,-0.006286,-0.007466,0.015407,0.014925,0.048457,0.069057
2.659990,-0.003412,-0.005167,0.012462,0.012567,0.047553,0.068338
2.664989,-0.000862,-0.002108,0.009739,0.009297,0.046651,0.067263
2.669989,0.001315,-0.000366,0.007242,0.007298,0.045751,0.066547
2.674989,0.003083,0.001758,0.004994,0.004601,0.044852,0.065473
2.679988,0.004551,0.002934,0.002992,0.002998,0.043961,0.064763
2.684988,0.005738,0.004357,0.001193,0.000837,0.043081,0.063711
2.689987,0.006671,0.005101,-0.000437,-0.000467,0.042214,0.063020
2.694987,0.007430,0.006012,-0.001935,-0.002268,0.041361,0.061999
2.699987,0.008074,0.006528,-0.003313,-0.003370,0.040522,0.061329
2.704986,0.008667,0.007241,-0.004586,-0.004900,0.039696,0.060340
2.709986,0.009241,0.007700,-0.005768,-0.005846,0.038885,0.059693
2.714986,0.009790,0.008360,-0.006873,-0.007173,0.038099,0.058753
2.719985,0.010287,0.008758,-0.007833,-0.007942,0.037362,0.058164
2.724985,0.010740,0.009303,-0.008627,-0.008898,0.036692,0.057361
2.729985,0.011133,0.009618,-0.009272,-0.009415,0.036106,0.056893
2.734984,0.011450,0.010000,-0.009745,-0.009985,0.035626,0.056319
2.739984,0.011668,0.010174,-0.010026,-0.010209,0.035277,0.056040
2.744983,0.011770,0.010295,-0.010085,-0.010279,0.035078,0.055802
2.749983,0.011709,0.010246,-0.009923,-0.010148,0.035048,0.055777
2.754983,0.011495,0.009989,-0.009604,-0.009767,0.035203,0.055962
2.759982,0.011161,0.009723,-0.009209,-0.009452,0.035559,0.056246
2.764982,0.010707,0.009177,-0.008765,-0.008917,0.036137,0.056940
2.769982,0.010158,0.008737,-0.008281,-0.008529,0.036955,0.057594
2.774981,0.009587,0.008051,-0.007774,-0.007920,0.038025,0.058877
2.779981,0.009010,0.007591,-0.007224,-0.007478,0.039355,0.059940
2.784981,0.008375,0.006827,-0.006606,-0.006735,0.040954,0.061858
2.789980,0.007630,0.006231,-0.005935,-0.006197,0.042835,0.063362
2.794980,0.006787,0.005218,-0.005204,-0.005320,0.045013,0.065974
2.799979,0.005846,0.004463,-0.004487,-0.004744,0.047495,0.067959
2.804979,0.004877,0.003299,-0.003805,-0.003919,0.050291,0.071313
2.809979,0.003867,0.002490,-0.003113,-0.003362,0.053406,0.073805
2.814978,0.002831,0.001247,-0.002373,-0.002468,0.056846,0.077932
2.819978,0.001833,0.000448,-0.001564,-0.001817,0.060615,0.080945
2.824978,0.000878,-0.000699,-0.000672,-0.000740,0.064717,0.085866
2.829977,-0.000021,-0.001420,0.000255,0.000007,0.069154,0.089415
2.834977,-0.000888,-0.002464,0.001184,0.001127,0.073926,0.095140
2.839977,-0.001785,-0.003184,0.002086,0.001851,0.079038,0.099229
2.844976,-0.002667,-0.004244,0.002969,0.002921,0.084494,0.105775
2.849976,-0.003519,-0.004927,0.003868,0.003649,0.090294,0.110414
2.854975,-0.004362,-0.005941,0.004806,0.004784,0.096437,0.117784
2.859975,-0.005224,-0.006631,0.005781,0.005573,0.102920,0.122969
2.864975,-0.006138,-0.007731,0.006754,0.006753,0.109738,0.131149
2.869974,-0.007101,-0.008503,0.007718,0.007533,0.116888,0.136868
2.874974,-0.008122,-0.009730,0.008605,0.008611,0.124364,0.145838
2.879974,-0.009151,-0.010558,0.009415,0.009268,0.132163,0.152076
2.884973,-0.010048,-0.011636,0.010132,0.010142,0.140282,0.161818
2.889973,-0.010735,-0.012188,0.010759,0.010651,0.148718,0.168566
2.894973,-0.011172,-0.012718,0.011381,0.011415,0.157464,0.179060
2.899972,-0.011447,-0.012941,0.012045,0.011957,0.166517,0.186302
2.904972,-0.011595,-0.013121,0.012776,0.012851,0.175878,0.197534
2.909971,-0.011670,-0.013183,0.013616,0.013535,0.185544,0.205266
2.914971,-0.011680,-0.013200,0.014546,0.014668,0.195512,0.217226
2.919971,-0.011633,-0.013164,0.015523,0.015466,0.205778,0.225437
2.924970,-0.011577,-0.013102,0.016478,0.016634,0.216334,0.238103
2.929970,-0.011617,-0.013136,0.017451,0.017426,0.227181,0.246779
2.934970,-0.011735,-0.013282,0.018441,0.018632,0.238316,0.260139
2.939969,-0.011982,-0.013480,0.019320,0.019352,0.249737,0.269275
2.944969,-0.012394,-0.013976,0.020039,0.020237,0.261441,0.283318
2.949969,-0.012970,-0.014438,0.020638,0.020730,0.273422,0.292902
2.954968,-0.013653,-0.015253,0.021147,0.021362,0.285676,0.307607
2.959968,-0.014317,-0.015785,0.021584,0.021727,0.298199,0.317625
2.964967,-0.014910,-0.016495,0.021956,0.022198,0.310982,0.332964
2.969967,-0.015420,-0.016903,0.022302,0.022487,0.324024,0.343397
2.974967,-0.015837,-0.017401,0.022717,0.023013,0.337315,0.359345
2.979966,-0.016100,-0.017612,0.023275,0.023476,0.350849,0.370172
2.984966,-0.016131,-0.017649,0.023950,0.024311,0.364623,0.386700
2.989966,-0.015942,-0.017496,0.024692,0.024922,0.378633,0.397907
2.994965,-0.015568,-0.017047,0.025485,0.025903,0.392875,0.414996
2.999965,-0.015067,-0.016643,0.026292,0.026571,0.407348,0.426573
3.004965,-0.014508,-0.015971,0.027026,0.027484,0.422052,0.444216
3.009964,-0.013925,-0.015501,0.027702,0.028047,0.436985,0.456162
3.014964,-0.013365,-0.014820,0.028276,0.028767,0.452149,0.474357
3.019964,-0.012780,-0.014350,0.028749,0.029170,0.467546,0.486674
3.024963,-0.012173,-0.013615,0.029068,0.029586,0.483182,0.505437
3.029963,-0.011546,-0.013107,0.029293,0.029786,0.499063,0.518142
3.034962,-0.010876,-0.012294,0.029450,0.030008,0.515197,0.537503
3.039962,-0.010187,-0.011736,0.029529,0.030092,0.531590,0.550617
3.044962,-0.009481,-0.010878,0.029584,0.030191,0.548245,0.570604
3.049961,-0.008771,-0.010303,0.029638,0.030261,0.565169,0.584143
3.054961,-0.008035,-0.009407,0.029605,0.030255,0.582365,0.604779
3.059961,-0.007238,-0.008759,0.029442,0.030149,0.599838,0.618757
3.064960,-0.006375,-0.007710,0.029159,0.029846,0.617593,0.640065
3.069960,-0.005487,-0.006987,0.028805,0.029588,0.635636,0.654500
3.074960,-0.004633,-0.005946,0.028386,0.029123,0.653971,0.676503
3.079959,-0.003871,-0.005324,0.027924,0.028778,0.672599,0.691406
3.084959,-0.003146,-0.004433,0.027408,0.028196,0.691523,0.714116
3.089958,-0.002488,-0.003892,0.026921,0.027827,0.710744,0.729494
3.094958,-0.001935,-0.003206,0.026524,0.027384,0.730266,0.752922
3.099958,-0.001504,-0.002844,0.026108,0.027075,0.750092,0.768783
3.104957,-0.001182,-0.002431,0.025594,0.026492,0.770225,0.792944
3.109957,-0.000944,-0.002222,0.024968,0.026014,0.790666,0.809299
3.114957,-0.000832,-0.002056,0.024232,0.025164,0.811419,0.834203
3.119956,-0.000765,-0.001983,0.023360,0.024489,0.832479,0.851053
3.124956,-0.000673,-0.001840,0.022370,0.023334,0.853842,0.876691
3.129956,-0.000513,-0.001692,0.021295,0.022495,0.875503,0.894021
3.134955,-0.000201,-0.001284,0.020185,0.021197,0.897460,0.920372
3.139955,0.000287,-0.000870,0.019126,0.020372,0.919710,0.938173
3.144954,0.000927,-0.000065,0.018127,0.019207,0.942248,0.965221
3.149954,0.001667,0.000554,0.017152,0.018449,0.965074,0.983483
3.154954,0.002424,0.001500,0.016254,0.017406,0.988191,1.011226
3.159953,0.003154,0.002110,0.015480,0.016810,1.011596,1.029951
3.164953,0.003813,0.002940,0.014823,0.016055,1.035283,1.058377
3.169953,0.004394,0.003432,0.014315,0.015670,1.059245,1.077548
3.174952,0.004926,0.004111,0.013923,0.015228,1.083479,1.106629
3.179952,0.005401,0.004520,0.013601,0.014989,1.107982,1.126232
3.184952,0.005822,0.005068,0.013319,0.014679,1.132751,1.155957
3.189951,0.006157,0.005368,0.013063,0.014492,1.157785,1.175984
3.194951,0.006318,0.005604,0.012829,0.014233,1.183081,1.206340
3.199950,0.006280,0.005603,0.012547,0.014024,1.208637,1.226786
3.204950,0.006093,0.005429,0.012166,0.013591,1.234452,1.257764
3.209950,0.005784,0.005211,0.011727,0.013252,1.260521,1.278620
3.214949,0.005418,0.004821,0.011260,0.012708,1.286831,1.310193
3.219949,0.005030,0.004546,0.010810,0.012360,1.313368,1.331424
3.224949,0.004607,0.004092,0.010313,0.011778,1.340110,1.363515
3.229948,0.004173,0.003779,0.009772,0.011355,1.367038,1.385058
3.234948,0.003747,0.003321,0.009168,0.010641,1.394128,1.417567
3.239948,0.003315,0.003012,0.008499,0.010113,1.421359,1.439353
